Fn,vs,Ff
101.258894745573,0.05376671395461,43.935965081968
101.623167748302,0.183388501459509,33.7039138909143
98.507947265174,-0.225884686100365,-27.9319146542019
101.653503424556,0.0862173320368121,40.8393892285735
100.529436984902,0.0318765239858981,46.1135448691905
98.3901616199976,-0.130768829630527,-34.1120427697375
99.1139928754682,-0.0433592022305684,-43.3821344459092
100.18752607682,0.034262446653865,45.6724997358303
101.830027341737,0.357839693972576,27.293438563464
101.859554140797,0.276943702988488,29.5756077492571
98.6304523267102,-0.134988694015652,-33.8531233391234
101.882371127042,0.303492346633185,28.721942591098
101.828667792972,0.0725404224946106,42.2251010319076
99.9415025948914,-0.00630548731896562,-48.978382572767
101.201121875555,0.0714742903826096,42.0705800738559
98.5675453545089,-0.0204966058299775,-46.2132132446546
99.6870451305051,-0.0124144348216312,-47.9243378481421
101.662942100756,0.148969760778546,35.8508794548615
101.168829318238,0.140903448980048,36.2305407665119
101.837969705572,0.141719241342961,36.4127387653922
100.622962796626,0.067149713360808,42.2623245122954
98.1428467142968,-0.120748692268504,-34.8639820261714
101.396517223475,0.0717238651328839,42.1269658256536
101.73597299103,0.163023528916473,34.9591505055565
100.714940619431,0.0488893770311789,44.2334053495912
101.030960522313,0.103469300991786,39.0655926417681
100.9725298725,0.0726885133383238,41.8554828840824
99.5689080781367,-0.0303440924786016,-45.3028989098889
100.62191156071,0.0293871467096658,46.4573988400982
98.6847467512463,-0.0787282803758638,-39.0834089487723
100.824184352078,0.0888395631757642,40.2665294776914
98.1273313855097,-0.114707010696915,-35.38395148578
99.1076919398436,-0.106887045816803,-36.44848050641
98.1846855625246,-0.0809498694424876,-38.6518639726055
98.3885271249434,-0.29442841619949,-24.8922783677441
101.293831313309,0.14383802928151,36.070907334283
100.779314491903,0.0325190539456198,46.1508431278809
99.2683979202434,-0.0754928319169703,-39.6631009139125
101.800888195353,0.137029854009523,36.7327734691538
98.1377843220116,-0.17115164188537,-31.0388444530415
99.7549774386256,-0.0102242446085491,-48.2871143205328
99.526233828372,-0.0241447041607358,-46.1437423373492
101.062067152596,0.0319206739165502,46.3525301700883
101.180799604548,0.0312858596637428,46.483911594846
98.7474904182175,-0.0864879917324456,-38.2992316910827
