Fn,vs,Ff
101.623167748302,0.183388501459509,33.7039138909143
98.507947265174,-0.225884686100365,-27.9319146542019
101.653503424556,0.0862173320368121,40.8393892285735
100.529436984902,0.0318765239858981,46.1135448691905
98.3901616199976,-0.130768829630527,-34.1120427697375
101.830027341737,0.357839693972576,27.293438563464
101.859554140797,0.276943702988488,29.5756077492571
98.6304523267102,-0.134988694015652,-33.8531233391234
101.882371127042,0.303492346633185,28.721942591098
99.9415025948914,-0.00630548731896562,-48.978382572767
101.201121875555,0.0714742903826096,42.0705800738559
99.6870451305051,-0.0124144348216312,-47.9243378481421
101.662942100756,0.148969760778546,35.8508794548615
101.837969705572,0.141719241342961,36.4127387653922
101.396517223475,0.0717238651328839,42.1269658256536
101.030960522313,0.103469300991786,39.0655926417681
99.5689080781367,-0.0303440924786016,-45.3028989098889
100.824184352078,0.0888395631757642,40.2665294776914
98.1273313855097,-0.114707010696915,-35.38395148578
98.1846855625246,-0.0809498694424876,-38.6518639726055
98.3885271249434,-0.29442841619949,-24.8922783677441
101.293831313309,0.14383802928151,36.070907334283
99.2683979202434,-0.0754928319169703,-39.6631009139125
101.800888195353,0.137029854009523,36.7327734691538
98.1377843220116,-0.17115164188537,-31.0388444530415
99.526233828372,-0.0241447041607358,-46.1437423373492
98.7474904182175,-0.0864879917324456,-38.2992316910827
99.9590575831529,-0.00300512961962686,-49.5025419745535
99.7823448028436,-0.0164879019209038,-47.3656449172287
100.585252040445,0.0627707287528727,42.693443437482
100.837459323432,0.109326566903948,38.5036862237618
101.018746727929,0.11092732976144,38.4420341737428
99.1041003079943,-0.0863652821988714,-38.4501392985063
100.718810707415,0.00773590911304249,49.2891337465799
100.620392015895,-0.121411704361541,-35.6859442736103
98.6504469407785,-0.111350074148676,-35.8730330148504
98.4759907262335,-0.000684932810334806,-49.1302631457346
101.838975834064,-0.0769665913753682,-40.5265950150228
99.3615429066645,0.0371378812760058,44.9606629526142
98.8952477579646,0.111735613881447,37.5696472153089
101.005068237223,-0.108906429505224,-36.9564412023996
99.0203804618371,0.00325574641649735,49.0624532963955
101.563613010143,0.154421189550395,35.4527563942154
101.837165700822,0.00859311331754255,49.7190368106469
98.5544977713147,-0.0742301837259857,-39.514427899199
99.0300330164949,0.235045722400204,30.3408754453741
101.362869023935,-0.0615601881466894,-42.1001602327859
99.0171287158861,0.0748076783703985,40.8411292856525
101.257139304275,-0.0192418510588264,-47.6580794971186
98.9740998749,0.0888610425420721,39.5257398327174
101.717054492749,-0.0764849236567874,-40.5313464881463
99.3999350639392,-0.140226896933876,-33.6989895159015
99.0043354319041,0.0488193909859941,43.4897353084279
100.464178704587,-0.0177375156618825,-47.5050897489564
99.8931553956109,-0.0196053487807333,-46.9634385817586
99.406638028252,0.141931015064255,35.5288867997534
101.323314511585,0.0291584373984183,46.8093136836959
100.198894433165,0.158769908997406,34.6976663709378
101.668774655319,-0.0804465956349547,-40.0779658580309
99.1433560752815,0.0696624415849607,41.3923936913781
101.028800916443,0.0835088165072682,40.8398154698967
101.014916377114,-0.0243715140377952,-46.8015184377984
98.2158004746664,0.0104874716016494,47.7025037852851
100.123190212036,0.0722254032225002,41.5487360826933
98.5196248338949,0.018733102457894,46.7917972035906
100.275294643489,-0.00824944253709554,-48.8413504448588
99.8775625642328,-0.193302291785099,-30.1608490299928
98.047608278005,-0.0438966153934773,-42.8477357452814
98.648729232773,0.0840375529753905,39.8295146768287
101.177138162736,-0.088803208232901,-39.0004089198164
99.2448601681792,0.0100092833139322,48.2654743765064
100.114132542025,-0.0544528929990548,-42.4313000669627
98.6625949179991,0.0303520794649354,45.4377773760301
100.407927765607,-0.0600326562133734,-41.8841542497673
100.75685801256,0.171188778298155,34.123953859131
100.992606371295,-0.0194123535758265,-47.5085872313668
98.9159078748673,0.135459432800464,35.801972735119
98.6095120758769,0.0960953869740567,38.7492340309175
